date,rub_diff
2021-10-31,-1.399000000000001
2021-11-30,1.0943999999999932
2021-12-31,1.1299999999999955
2022-01-31,2.1518000000000086
2022-02-28,1.472999999999999
2022-03-31,26.339600000000004
2022-04-30,-25.87190000000001
2022-05-31,-13.169599999999988
2022-06-30,-7.462900000000005
2022-07-31,0.9078999999999979
2022-08-31,2.264400000000002
2022-09-30,-0.5570999999999984
2022-10-31,1.0719999999999956
2022-11-30,0.011299999999998533
2022-12-31,4.466499999999996
2023-01-31,3.885000000000005
2023-02-28,3.7783000000000015
2023-03-31,3.0777999999999963
2023-04-30,4.797800000000009
2023-05-31,-1.9436000000000035
2023-06-30,4.210099999999997
2023-07-31,7.2697
2023-08-31,4.846400000000003
2023-09-30,1.386499999999998
2023-10-31,0.3573999999999984
2023-11-30,-6.435299999999998
2023-12-31,0.1881000000000057
2024-01-31,-1.7771000000000043
2024-02-29,2.6277999999999935
2024-03-31,0.08380000000001075
2024-04-30,1.1914999999999907
2024-05-31,-2.015199999999993
2024-06-30,-2.8245000000000005
2024-07-31,-0.6479999999999961
2024-08-31,1.5715999999999894
2024-09-30,2.3278999999999996
2024-10-31,4.816900000000004
2024-11-30,4.198400000000007
2024-12-31,2.1332999999999913
2025-01-31,-1.595399999999998
2025-02-28,-8.025999999999996
2025-03-31,-6.7583000000000055
2025-04-30,-2.7635999999999967
2025-05-31,-2.8466999999999985
2025-06-30,-1.7383999999999986
2025-07-31,0.016099999999994452
2025-08-31,1.4236999999999966
2025-09-30,2.7978999999999985
2025-10-31,-1.9521999999999906
2025-11-30,-0.6602000000000032
2025-12-31,-1.9180999999999955
2026-01-31,-0.868300000000005
2026-02-28,-0.7061000000000064
2026-03-31,3.5351
2026-04-30,-3.4731999999999914
2026-05-31,-3.9232000000000085
