"variable","specification","selectlags","lag_used","T_obs","tau_stat","cv_1pct","cv_5pct","cv_10pct","reject_1pct","reject_5pct","reject_10pct"
"log_real_brent","trend","BIC",5,180,-2.5533,-3.99,-3.43,-3.13,FALSE,FALSE,FALSE
